Name,fa_atr,fa_rep,fa_sol,fa_elec,hbond_bb_sc,hbond_sc,Interface_Energy,Total_BSA,Interface_HB,Total_packstats,Interface_unsat,Total_pose_exposed_SASA,interface_hydrophobic_sasa,interface_polar_sasa,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.9,7.9,8.9,16.9,6.15,7.15,8.15,16.15,6.16,7.16,8.16,16.16,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,SIDE_flex_ALPHA,SIDE_flex_BETA,SIDE_flex_OTHER,BACK_flex_ALPHA,BACK_flex_BETA,BACK_flex_OTHER,TotalElec,TotalHbond,Hphobe_contact,Pi_Pi,T-stack,Cation-pi,Salt_Bridge,diff_entropy,pienergy,fsp3,polarsurfacearea,vdwsa,Label
ZINC08434810,-28.6481,5.30752,12.4294,-5.0813,-1.32657,0,-20.6468,790.605,1,0.687085,4,0.440888,0.79983,0.20017,3316,735,686,39,692,152,146,11,1439,315,312,16,0,0,0,0,0,0,0,0,292,67,69,3,0,0,0,0,0,0,0,0,0,0,0,0,51.0,1.0,14.0,15.0,0.0,9.0,-15813.107083,1.0,15.0,1.0,0.0,0.0,0.0,-1.6,94.88,0.13,242.52,708.78,0
ZINC00144910,-31.0458,10.3838,2.2037,-1.65333,0,0,-25.3218,692.546,0,0.689879,2,0.375599,0.818945,0.181055,3164,690,696,40,375,75,82,6,370,70,76,7,0,0,0,0,0,0,0,0,0,0,0,0,224,47,53,4,0,0,0,0,0,0,0,0,46.0,2.0,3.0,5.0,0.0,1.0,33508.0742074,0.0,35.0,1.0,0.0,1.0,0.0,.9,32.41,0.47,40.62,499.75,0
ZINC00149203,-18.7356,4.24464,-3.87993,-2.13467,0,0,-22.7801,588.917,0,0.626164,1,0.506288,0.812403,0.187597,2577,543,562,38,98,21,18,1,555,118,113,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,2.0,1.0,4.0,0.0,2.0,-15398.4660983,0.0,21.0,0.0,0.0,0.0,0.0,-2.8,39.48,0.26,64.63,503.45,0
ZINC08433148,-27.9527,5.63414,-0.0990783,-1.32061,0,0,-27.0048,738.122,0,0.669311,0,0.491552,0.89406,0.10594,3205,698,722,41,163,36,40,1,342,79,82,4,0,0,0,0,0,0,0,0,141,26,28,2,0,0,0,0,0,0,0,0,0,0,0,0,37.0,2.0,0.0,10.0,0.0,0.0,32220.9883193,0.0,37.0,1.0,0.0,1.0,0.0,-6.2,47.91,0.24,75.71,624.08,0
ZINC00856284,-20.8421,5.03383,4.04698,-1.96085,0,0,-16.7299,682.131,0,0.634093,0,0.452188,0.836042,0.163958,2513,542,571,39,413,83,84,3,298,70,71,3,671,132,153,12,0,0,0,0,149,27,29,2,0,0,0,0,0,0,0,0,0,0,0,0,22.0,3.0,8.0,7.0,0.0,2.0,-6920.16715127,0.0,19.0,0.0,0.0,0.0,0.0,-4.2,64.14,0.11,73.34,480.25,0
ZINC08434835,-34.1045,4.97116,10.9838,-2.54208,0,0,-24.6663,949.349,0,0.672223,3,0.508093,0.746682,0.253318,4558,1046,1085,44,166,42,43,1,576,131,138,5,921,223,216,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,1.0,22.0,8.0,0.0,12.0,-32889.7390472,0.0,33.0,1.0,0.0,1.0,0.0,-2.5,119.88,0.07,93.22,915.39,0
ZINC02233796,-26.6126,4.64956,6.91892,-3.47742,0,-0.586424,-22.7938,728.62,1,0.63901,2,0.49407,0.686547,0.313453,2730,657,661,24,483,122,113,6,127,27,28,1,0,0,0,0,0,0,0,0,0,0,0,0,295,68,70,3,0,0,0,0,0,0,0,0,42.0,0.0,39.0,0.0,0.0,11.0,-23821.4648592,2.0,29.0,2.0,0.0,1.0,0.0,-3.6,51.22,0.21,59.81,605.82,0
ZINC06878590,-25.5202,3.65274,6.28957,-1.61318,0,0,-20.1428,699.153,0,0.639623,1,0.499957,0.734984,0.265016,2997,652,705,33,418,91,102,3,411,97,96,4,0,0,0,0,0,0,0,0,302,56,62,4,0,0,0,0,0,0,0,0,0,0,0,0,20.0,2.0,17.0,9.0,0.0,0.0,-37131.4998977,0.0,17.0,0.0,0.0,1.0,0.0,-4.3,56.73,0.23,82.52,637.97,0
ZINC01865711,-30.3184,5.24453,1.87303,-1.27731,0,0,-28.0353,802.126,0,0.690671,4,0.466576,0.712837,0.287163,3696,850,847,49,0,0,0,0,706,177,173,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,36,34,1,0,0,0,0,41.0,0.0,24.0,4.0,0.0,4.0,-82637.3637801,0.0,21.0,1.0,0.0,1.0,0.0,-3.4,59.47,0.12,78.88,621.37,0
ZINC08437912,-26.7457,5.29393,9.51006,-5.6045,0,-0.427668,-20.9701,795.995,1,0.627737,5,0.432595,0.735713,0.264287,2912,651,662,38,640,122,146,7,547,117,121,6,0,0,0,0,0,0,0,0,0,0,0,0,85,23,23,1,0,0,0,0,0,0,0,0,60.0,0.0,8.0,18.0,0.0,4.0,96350.2861447,3.0,16.0,0.0,0.0,0.0,0.0,-8.3,53.96,0.25,124.53,590.35,0
ZINC00832557,-26.3668,4.55222,3.38367,0.0573057,0,0,-21.1151,739.924,0,0.65581,2,0.438885,0.760459,0.239541,2701,600,611,34,635,133,131,9,325,74,78,4,0,0,0,0,0,0,0,0,157,37,32,2,189,47,50,2,0,0,0,0,0,0,0,0,29.0,2.0,17.0,11.0,0.0,3.0,-12302.835102,2.0,24.0,0.0,0.0,0.0,0.0,-2.6,50.16,0.21,69.04,546.66,0
ZINC00624606,-31.8939,6.37506,3.75795,-0.946874,0,-1.25407,-27.4181,805.289,1,0.670691,1,0.432937,0.774174,0.225826,3664,789,817,48,739,165,158,8,130,32,34,1,0,0,0,0,0,0,0,0,166,38,33,2,91,22,18,1,81,18,21,1,0,0,0,0,52.0,1.0,28.0,5.0,0.0,4.0,-39077.6084343,2.0,23.0,0.0,0.0,0.0,0.0,1.5,54.96,0.09,85.83,595.03,0
ZINC00675736,-29.8689,7.53462,4.97659,-4.27901,0,0,-26.1431,923.274,0,0.657498,1,0.43174,0.763151,0.236849,3732,818,850,46,752,173,167,6,422,100,100,4,0,0,0,0,0,0,0,0,150,34,33,1,0,0,0,0,0,0,0,0,0,0,0,0,52.0,1.0,38.0,8.0,0.0,0.0,-86008.2426136,1.0,32.0,0.0,0.0,0.0,0.0,-4.3,58.03,0.22,93.54,756.10,0
ZINC00907469,-24.7912,23.6651,5.38703,0.883525,0,0,-6.68204,588.732,0,0.641088,2,0.464556,0.77576,0.22424,3002,635,654,45,795,163,169,9,116,29,27,1,542,133,137,7,0,0,0,0,113,25,26,1,0,0,0,0,0,0,0,0,0,0,0,0,52.0,4.0,8.0,19.0,0.0,1.0,-102257.038582,1.0,24.0,1.0,0.0,1.0,0.0,-3.7,64.44,0.11,81.31,481.50,0
ZINC08439772,-28.0415,4.72321,1.54128,-1.82781,0,0,-27.1996,852.335,0,0.647191,4,0.443215,0.797803,0.202197,3388,779,791,39,306,69,67,5,674,148,142,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,1.0,17.0,3.0,0.0,1.0,-14312.8216016,0.0,32.0,1.0,0.0,1.0,0.0,-1.4,52.96,0.23,85.89,676.05,0
ZINC02070018,-23.113,5.69488,-0.868232,-1.00911,0,0,-22.3957,705.175,0,0.679221,2,0.494307,0.694137,0.305863,3493,805,797,51,333,83,80,3,70,23,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,85,87,5,0,0,0,0,27.0,2.0,4.0,6.0,0.0,1.0,-5434.77649323,0.0,11.0,1.0,0.0,0.0,0.0,-2.4,51.55,0.00,61.03,574.50,0
ZINC02063808,-33.7377,9.80505,4.8365,-4.68433,0,0,-29.0052,869.822,0,0.648465,4,0.445489,0.705986,0.294014,3368,754,774,38,641,150,149,8,847,181,184,10,0,0,0,0,0,0,0,0,62,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,1.0,30.0,10.0,0.0,6.0,-152774.140265,2.0,30.0,1.0,0.0,0.0,0.0,-4.3,71.16,0.30,138.08,741.15,0
ZINC00660936,-26.4394,5.46672,2.12422,0.334913,0,0,-22.09,833.71,0,0.575227,4,0.407914,0.757861,0.242139,3495,769,785,45,578,129,131,8,261,64,61,3,0,0,0,0,0,0,0,0,112,25,28,1,55,14,13,0,0,0,0,0,0,0,0,0,34.0,0.0,12.0,2.0,0.0,2.0,13838.684916,0.0,19.0,0.0,0.0,0.0,0.0,.9,59.39,0.12,78.13,591.07,0
ZINC02503430,-28.7891,5.54019,3.02944,-3.3885,0,0,-27.2083,765.824,0,0.652844,4,0.409968,0.729048,0.270952,3723,800,831,46,332,72,71,5,676,143,156,9,0,0,0,0,0,0,0,0,193,40,43,3,0,0,0,0,0,0,0,0,0,0,0,0,23.0,2.0,22.0,12.0,0.0,4.0,-96122.0969262,0.0,24.0,0.0,0.0,0.0,0.0,3.7,56.84,0.12,83.55,567.47,0
ZINC00630196,-31.9291,9.58259,4.86216,-1.70717,0,-1.11019,-25.4781,766.456,1,0.653146,2,0.420784,0.7468,0.2532,3016,656,681,45,529,119,118,5,223,53,52,2,0,0,0,0,0,0,0,0,300,75,68,4,240,50,54,4,0,0,0,0,0,0,0,0,45.0,1.0,18.0,12.0,0.0,5.0,40733.2260415,1.0,24.0,0.0,0.0,0.0,0.0,-1.9,49.96,0.15,68.52,548.90,0
ZINC00659607,-24.3843,3.48806,4.74827,-0.591783,0,0,-21.0297,806.098,0,0.69393,2,0.453041,0.673375,0.326625,3045,684,694,35,280,69,62,3,901,206,210,9,0,0,0,0,0,0,0,0,0,0,0,0,220,43,49,4,0,0,0,0,0,0,0,0,14.0,1.0,37.0,4.0,0.0,14.0,51507.3796837,0.0,25.0,0.0,0.0,1.0,0.0,-3.7,60.84,0.20,99.03,655.96,0
ZINC08438954,-14.2557,3.14116,0.860908,-1.57424,0,0,-14.3039,420.43,0,0.700201,0,0.455388,0.68399,0.31601,1908,401,401,25,0,0,0,0,348,85,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,41,42,4,0,0,0,0,15.0,0.0,8.0,7.0,0.0,0.0,10703.5502777,0.0,13.0,0.0,0.0,0.0,0.0,-.9,28.79,0.00,43.37,260.42,0
ZINC00627140,-21.9899,3.2289,5.24085,3.66388,0,0,-11.0589,701.095,0,0.675731,2,0.438741,0.807128,0.192872,2717,613,620,37,468,118,119,4,232,61,59,2,0,0,0,0,0,0,0,0,136,31,29,1,307,60,68,4,0,0,0,0,0,0,0,0,13.0,0.0,15.0,13.0,0.0,1.0,-56853.0141501,1.0,15.0,0.0,0.0,0.0,0.0,-.3,55.31,0.15,67.23,535.44,0
ZINC01759290,-44.8532,14.7167,-1.90209,-1.58929,0,0,-40.6728,1017.08,0,0.670084,1,0.410086,0.788587,0.211413,4877,1046,1112,60,888,199,198,11,0,0,0,0,0,0,0,0,0,0,0,0,312,69,72,4,0,0,0,0,0,0,0,0,0,0,0,0,65.0,3.0,16.0,20.0,0.0,4.0,-4845.99199333,0.0,61.0,1.0,0.0,1.0,0.0,-6.9,64.33,0.09,61.42,797.43,0
ZINC08438499,-27.2222,5.23426,3.04107,-0.640424,0,0,-22.9143,790.281,0,0.671419,3,0.428183,0.780012,0.219988,2946,652,661,38,357,78,81,4,407,96,92,4,0,0,0,0,0,0,0,0,192,40,45,3,0,0,0,0,299,61,79,2,0,0,0,0,27.0,1.0,10.0,1.0,0.0,0.0,-23500.7185476,0.0,13.0,0.0,0.0,0.0,0.0,-.2,54.59,0.14,51.13,559.98,0
ZINC08434818,-27.1249,6.38576,-5.83586,-1.20898,0,0,-31.2746,790.848,0,0.664405,3,0.470532,0.757879,0.242121,4320,939,1000,55,642,139,145,8,456,101,106,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,2.0,8.0,6.0,0.0,3.0,28241.6742323,0.0,34.0,0.0,0.0,0.0,0.0,1.4,66.99,0.29,111.16,752.13,0
ZINC01013249,-35.409,6.86043,0.932782,-1.67294,0,0,-32.9969,794.855,0,0.723728,1,0.404733,0.763939,0.236061,3680,780,817,49,783,176,173,11,133,33,34,1,0,0,0,0,0,0,0,0,170,36,38,2,0,0,0,0,144,27,29,2,0,0,0,0,49.0,3.0,25.0,7.0,0.0,6.0,-49521.734679,0.0,42.0,0.0,0.0,0.0,0.0,-.3,50.66,0.09,71.84,587.73,0
ZINC02170396,-25.4208,6.10691,3.78402,-0.921463,0,0,-20.5236,717.6,0,0.685372,2,0.382242,0.712875,0.287125,2812,619,617,33,172,35,37,2,447,94,97,5,581,127,133,11,0,0,0,0,0,0,0,0,0,0,0,0,118,27,27,1,0,0,0,0,32.0,3.0,11.0,6.0,0.0,3.0,47306.9084722,0.0,22.0,0.0,0.0,0.0,0.0,-1.6,55.48,0.28,47.56,504.96,0
ZINC02617389,-34.5331,6.45721,3.74072,-0.0384974,0,0,-28.5377,764.628,0,0.7278,2,0.368558,0.789345,0.210655,4260,893,924,58,615,139,142,7,139,28,32,1,0,0,0,0,0,0,0,0,172,39,39,2,0,0,0,0,0,0,0,0,0,0,0,0,50.0,2.0,13.0,21.0,0.0,2.0,-48830.2292554,0.0,37.0,1.0,0.0,1.0,0.0,-.1,50.34,0.04,60.67,584.21,0
ZINC08433146,-24.5898,5.0407,0.0259228,-0.00115503,0,0,-22.5325,635.594,0,0.687273,0,0.421326,0.757625,0.242375,2547,539,537,39,308,70,65,4,318,62,63,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,55,62,3,24.0,0.0,6.0,9.0,0.0,0.0,-26385.2567013,0.0,19.0,0.0,0.0,0.0,0.0,.5,39.00,0.06,44.10,408.98,0
ZINC01805305,-31.2073,7.52312,7.08177,-2.84371,0,0,-24.1983,748.028,0,0.696323,1,0.414118,0.761723,0.238277,3205,700,687,40,586,121,124,5,233,51,47,2,444,103,110,4,0,0,0,0,501,101,100,8,0,0,0,0,0,0,0,0,0,0,0,0,30.0,2.0,22.0,16.0,0.0,0.0,-110320.645709,1.0,19.0,0.0,0.0,0.0,0.0,-.7,69.00,0.30,97.97,582.71,0
ZINC05918543,-32.369,9.45672,-6.10488,-1.85135,0,0,-36.0829,819.313,0,0.67776,2,0.403215,0.768305,0.231695,4845,1026,1065,63,400,90,90,5,222,47,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,2.0,24.0,12.0,0.0,0.0,-754.116087573,1.0,30.0,0.0,0.0,0.0,0.0,.4,47.35,0.38,55.63,796.34,0
ZINC08439463,-28.5272,5.86708,0.225182,-1.12141,0,0,-27.611,876.34,0,0.66722,6,0.450901,0.766673,0.233327,4220,997,979,53,590,132,141,8,391,92,93,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,34,33,1,0,0,0,0,37.0,3.0,11.0,5.0,0.0,0.0,-9231.83154506,0.0,26.0,1.0,0.0,0.0,0.0,-6.4,68.88,0.10,96.33,712.34,0
ZINC03000497,-30.0159,20.5388,4.64877,-2.8101,0,-0.343139,-17.752,675.436,1,0.663378,1,0.455298,0.821743,0.178257,3048,625,663,45,293,56,58,3,408,91,86,4,0,0,0,0,0,0,0,0,126,27,24,2,418,87,93,7,0,0,0,0,0,0,0,0,30.0,2.0,5.0,33.0,0.0,0.0,-25557.1625638,3.0,26.0,0.0,0.0,0.0,0.0,-3.2,55.38,0.24,71.34,553.88,0
ZINC06378686,-29.6746,9.49632,-3.94785,-0.151027,0,0,-29.6075,759.835,0,0.682322,2,0.455261,0.795834,0.204166,4295,942,958,57,129,32,25,2,640,147,148,7,0,0,0,0,0,0,0,0,166,31,38,2,0,0,0,0,0,0,0,0,0,0,0,0,35.0,3.0,21.0,4.0,0.0,0.0,34262.7823565,0.0,40.0,0.0,0.0,0.0,0.0,1.1,58.67,0.14,73.86,649.59,0
ZINC08438822,-27.2319,6.67542,-2.26583,-0.193789,0,0,-26.5233,612.031,0,0.682192,0,0.472391,0.841807,0.158193,3064,634,681,45,118,22,27,1,427,89,92,5,0,0,0,0,0,0,0,0,350,71,78,5,59,13,18,0,0,0,0,0,0,0,0,0,28.0,3.0,5.0,14.0,0.0,0.0,-16142.6195197,0.0,33.0,0.0,0.0,0.0,0.0,-.8,51.20,0.00,50.52,457.91,0
ZINC02168965,-30.7041,7.86349,2.5897,-1.55502,0,0,-25.8398,757.534,0,0.661744,1,0.439978,0.782727,0.217273,2682,559,601,39,408,83,88,5,236,50,54,2,0,0,0,0,0,0,0,0,146,35,31,1,435,92,97,7,0,0,0,0,0,0,0,0,38.0,2.0,12.0,16.0,0.0,1.0,28482.5669395,1.0,22.0,0.0,0.0,0.0,0.0,-4.7,45.85,0.21,70.23,544.19,0
ZINC00675767,-29.7372,7.59541,3.15513,-2.44638,0,0,-26.1436,807.8,0,0.683341,2,0.424514,0.655997,0.344003,4004,870,896,60,421,98,97,7,245,57,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,2.0,20.0,3.0,0.0,11.0,-27810.4167868,0.0,30.0,0.0,0.0,0.0,0.0,.2,46.57,0.25,54.67,640.32,0
ZINC08439415,-25.8037,10.6792,1.352,0.0394245,0,0,-19.3063,731.142,0,0.679062,5,0.439763,0.762924,0.237076,3951,899,893,49,154,39,37,2,812,167,171,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,3.0,12.0,7.0,0.0,2.0,-32272.5649277,0.0,25.0,1.0,0.0,0.0,0.0,.2,40.95,0.42,81.70,613.76,0
ZINC08438260,-27.5595,6.31796,1.13745,-0.17953,0,0,-24.3111,819.644,0,0.63576,0,0.478559,0.738645,0.261355,3950,871,856,52,999,213,209,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,28,27,1,0,0,0,0,0,0,0,0,25.0,2.0,22.0,12.0,0.0,0.0,-10212.8706427,0.0,35.0,0.0,0.0,0.0,0.0,-4.6,46.34,0.33,60.19,693.12,0
ZINC08436829,-19.2688,16.4089,4.94252,-3.9323,0,0,-8.82842,600.395,0,0.630238,3,0.43906,0.662072,0.337928,1726,386,360,26,610,150,146,5,131,32,33,1,0,0,0,0,0,0,0,0,202,52,42,1,0,0,0,0,0,0,0,0,238,48,49,4,29.0,2.0,25.0,4.0,0.0,0.0,2495.56248487,1.0,5.0,0.0,0.0,1.0,0.0,-2.5,36.41,0.09,72.18,366.19,0
ZINC08433315,-25.805,64.2062,4.03059,0.18134,0,0,12.319,760.615,0,0.605667,1,0.416638,0.793217,0.206783,3236,710,728,45,372,94,93,4,227,55,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,17,18,0,0,0,0,0,29.0,3.0,24.0,4.0,0.0,0.0,-60359.815389,1.0,30.0,0.0,0.0,0.0,0.0,-1.6,42.84,0.30,62.29,571.72,0
ZINC02170853,-33.6255,6.10555,-0.271084,-0.579097,0,0,-32.5334,921.103,0,0.731296,1,0.422332,0.775405,0.224595,4225,954,991,57,578,134,135,6,320,71,62,4,0,0,0,0,0,0,0,0,185,38,45,2,0,0,0,0,0,0,0,0,0,0,0,0,43.0,3.0,13.0,5.0,0.0,3.0,-105151.758594,0.0,32.0,1.0,0.0,1.0,0.0,-2.5,59.65,0.39,61.94,778.24,0
ZINC01797481,-27.4301,5.98981,-2.49588,-0.714965,0,0,-28.9803,750.268,0,0.62762,0,0.456038,0.815983,0.184017,4353,933,959,62,0,0,0,0,590,125,123,7,0,0,0,0,0,0,0,0,0,0,0,0,185,43,43,2,0,0,0,0,0,0,0,0,34.0,2.0,7.0,6.0,0.0,3.0,61996.6513049,0.0,36.0,0.0,0.0,0.0,0.0,-1.2,64.75,0.07,44.76,611.99,0
ZINC02163904,-33.8019,7.3776,1.26928,-0.6451,0,0,-30.821,918.133,0,0.60332,3,0.402322,0.700121,0.299879,3393,790,805,33,307,66,67,4,296,73,67,3,0,0,0,0,0,0,0,0,385,77,79,7,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0.0,26.0,4.0,0.0,8.0,-5938.83966314,0.0,31.0,0.0,0.0,0.0,0.0,-2.5,52.66,0.15,51.22,621.55,0
ZINC08435140,-23.4629,3.30872,11.1038,-3.67892,0,0,-15.9663,734.071,0,0.63448,4,0.461165,0.823069,0.176931,2567,550,566,37,1151,261,264,11,416,93,103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,2.0,12.0,11.0,0.0,2.0,13123.7301233,0.0,11.0,0.0,0.0,0.0,0.0,-11.4,53.77,0.30,139.08,608.95,0
ZINC08438393,-34.2614,5.41147,7.27297,-2.64367,0,0,-28.1693,799.183,0,0.678274,3,0.384496,0.78778,0.21222,2887,621,639,38,627,145,141,7,642,127,142,10,0,0,0,0,0,0,0,0,324,73,78,3,0,0,0,0,0,0,0,0,0,0,0,0,49.0,4.0,14.0,14.0,0.0,2.0,-52263.940216,0.0,34.0,1.0,0.0,1.0,0.0,1.5,54.34,0.20,102.44,583.20,0
ZINC02071725,-24.6468,4.09725,4.88363,-0.331094,0,0,-19.0157,666.711,0,0.651697,2,0.465508,0.764177,0.235823,2884,644,644,34,120,25,29,1,462,96,97,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0.0,19.0,7.0,0.0,0.0,-51569.184958,1.0,23.0,0.0,0.0,0.0,0.0,-3.7,31.56,0.33,55.40,537.01,0
ZINC00666509,-23.881,4.76271,5.60335,-3.16386,0,0,-19.9228,772.24,0,0.710672,2,0.442622,0.784568,0.215432,3194,681,711,42,392,86,79,5,965,207,217,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,1.0,2.0,10.0,0.0,1.0,-90634.1883332,0.0,19.0,0.0,0.0,0.0,0.0,-.7,57.98,0.38,123.25,686.14,0
